Referencia interna;Nombre
010778;[DS-2CV1021G0-IDW1] Hikvision - Cámara Bullet IP 1080P [2MP] Intemperie IP66 con Micrófono Lente 2.8mm
011084;[DS-2CV1F43G2-LIDWF(2.8mm)(B)(O-STD)] Hikvision - Cámara WiFi Domo IP [4Mp] Dual Light (30 mts IR + 30 mts Luz Blanca) Acusense Audio Bidireccional (Micrófono y Bocina)
010671;[DS-2CV2041G2-IDW(2.8mm)] Hikvision - Cámara HD Bullet con Audio IP Wi-fi 2K [4MP] Lente 2.8mm [Metalico]
010544;[DS-2CV2121G2-IDW(2.8mm)] Hikvision - Cámara HD Domo con Audio IP 1080P [2MP] Lente 2.8mm [Metal/Plástico]
010672;[DS-2CV2141G2-IDW(2.8mm)] Hikvision - Cámara HD Domo con Audio IP Wi-fi 2K [4MP] Lente 2.8mm [Metalico]
010252;[DS-2DE2A204IW-DE3(2.8-12mm)] Hikvision - Cámara HD Mini Domo IP PTZ 1080P [2MP] Zoom 4X Varifocal [Aluminio]
010368;[DS-2DE2A404IW-DE3(2.8-12mm)] Hikvision - Cámara HD Domo PTZ IP 2K [4MP] Varifocal [Metal/Plástico]
010918;[DS-2DE2C200MWG/W(2.8mm)] Hikvision - Cámara PT IP [2Mp] Lente 4 mm 30 mts IR Wi-Fi Acusense Lite Autoseguimiento Micrófono y Bocina Interconstruido Exterior
010912;[DS-2DE2C400IWG-K/4G/C09S20] Hikvision - Kit Solar IP All in One Camara Domo Mini PT IP [4Mp] Lente 2.8 mm
011101;[DS-2DE2C400MWG-4G(2.8mm)] Hikvision - Cámara Domo PT IP [4Mp]  Dual Light (30 mts IR + 30 mts Luz Blanca) Acusense  IP66 Micrófono y Bocina Integrado (Audio de Dos Vías)  Incluye Montaje de Pared o Techo Lente 4 mm
011133;[DS-2DE2C400MWG-E] Hikvision - Cámara [FlexVu] Domo PT IP [4Mp] Lente 4mm Dual Light (30 mts IR + 30 mts Luz Blanca) Autoseguimiento en Humanos PoE IP66 Micrófono y Bocina Integrado (Audio de Dos Vías) Micro SD
010366;[DS-2DE3A400BW-DE/W] Hikvision - Cámara HD Domo PT IP 2K [4MP] Lente 4mm [Metal/Plástico]
010367;[DS-2DE4225IW-DE] Hikvision - Cámara HD Domo PTZ IP 1080P [2MP] Lente 4.8mm [Metal/Plástico]
010483;[DS-2DE4425IW-DE] Hikvision - Cámara HD Domo PTZ IP 2K [4MP] 25X 360° Acusense
010545;[DS-2DE5232IW-AE] Hikvision - Cámara Domo IP PTZ 1080P [2MP] 32X Zoom IR 150 mts IP67 IK10 Hi-Poe DarkFighter
010628;[DS-2DE5425IW-AE] Hikvision - Cámara HD Domo PTZ 2K [4MP] 25X 360° RS-485
010715;[DS-2DE7232IW-AE] Hikvision - Cámara Domo IP PTZ 1080P [2MP] 32X Zoom IR 150 mts
010546;[DS-2DE7A225IW-AEB] Hikvision - Cámara Domo IP PTZ 1080P [2MP] 25X Zoom IR 200 mts IP66 Sirena Hi-Poe Acusense
010547;[DS-2DE7A232IW-AEB] Hikvision - Cámara Domo IP PTZ 1080P [2MP] 32X Zoom IR 200 mts IP66 Hi-Poe Acusense
010634;[DS-2DE7A432IW-AEB(T5)] Hikvision - Cámara HD Domo PTZ [4MP] 32X Zoom / Autoseguimiento 2.0 / Hi-PoE / DarkFighter Ir Netword Speed
010744;[DS-2DE7A812MCG-EB] Hikvision - Cámara Domo PTZ IP [8MP] Megapixel / 12X Zoom / ColorVu / 100 mts Luz Blanca / 150 mts IR / ACUSENSE
011134;[DS-2DF7A836IXG-ELY] Hikvision - Cámara PTZ IP Darkfighter 2.0 IR [8MP] 36x Serie 7A
010716;[DS-2DF8442IXS-AELY] Hikvision - Cámara HD Domo PTZ 2K [4MP] 42X 360° Zoom IR 400 mts AutoSeguimiento Detección de Rostros
011135;[DS-2DT8C442MXG-LWT] Hikvision - Cámara PTZ IP [4Mp] 42X Zoom Dual Light Polimero Anticorrosivo (Ideal para Zonas Costeras o Alta Salinidad) AutoSeguimiento DARKFIGHTER EIS Exterior IP67
080123;[DS-2PA1201-WRD] Hikvision - Fuente de Poder Regulada 12V/ 1 Amp / Uso para Exterior / Conector Block
011136;[DS-2SE2C400MWG-E/14] Hikvision - [TandemVu] PTZ IP [4Mp] con Cámara Panoramica [4Mp] 4X Zoom Dual Light (40 mts IR + 30 mts Luz Blanca) ACUSENSE IP66 PoE+DARKFIGHTER Micro SD Incluye Base para Techo o Pared
011137;[DS-2SE3C404MWG-E/14] Hikvision - [TandemVu] PTZ IP [4Mp] con Cámara Panoramica [4Mp] 4X Zoom Dual Light (40 mts IR + 30 mts Luz Blanca) ACUSENSE IP66 PoE+ DARKFIGHTER Micro SD Incluye Base para Techo o Pared
011113;[DS-2SE4C415MWG-E/14(F0)] Hikvision - Cámara Domo PTZ IP [4Mp] 15X Zoom 100 mts IR IP66 PoE+ Entrada y Salida de Audio y Alarma
011138;[DS-2SE4C425MWG-E(14F0)] Hikvision - [TandemVu] Domo PTZ IP [4Mp] con Cámara Fija [4M] 25X Zoom 100 mts IR IP66 ACUSENSE PoE+ Entrada-Salida de Audio y Alarma Ultra Baja Iluminación Micro SD
011036;[DS-2SE4C425MWG-E/26(F0)] Hikvision - Cámara PTZ y Panoramica IR TandemVu 6 + 4MP 25X
010833;[DS-2SE7C432MW-AEB(14F1)(P3)] Hikvision - Cámara HD Domo IP [4MP] PTZ Doble Canal Acusense 32x Zoom Optico 16x Zoom Digital
010919;[DS-2SF8C442MXG-ELW/26(F0))(B)] Hikvision - [TandemVu] Cámara Domo PTZ IP [4Mp] con Cámara Panoramica 180º de [6Mp] 42X Zoom 300 mts IR y 30 mts Luz Blanca IP67 IK10 Autoseguimiento Wiper Deep learning
010837;[DS-2SF8C448MXG1-EL/14(F1)(O-STD)] Hikvision - Cámara PTZ IP TandemVu 8C Series [4MP] 48X DarkFighter
011045;[DS-2TD2608-2/QA] Hikvision - Cámara Bullet IP Dual Térmica 2.6 mm (96 x 72) Óptico 6 mm [4Mp] Detección de Intrusión por VCA 30 mts 30 mts Luz Blanca Exterior IP67 PoE Sirena y Luz ColorVu y ACUSENSE
010705;[DS-2TD2617-10/QA] Hikvision - Cámara HD Bullet IP Dual Térmica 9.7mm Óptico 8mm [4MP] Detección de Personas 285 mts 40 mts IR Exterior IP67 PoE Termométrica Detección de Temperatura Sirena y Luz
010706;[DS-2TD2628-10/QA] Hikvision - Cámara HD Bullet IP Dual Térmica 9.7mm Óptico 8mm [4MP] 30 mts IR Exterior IP67 PoE Termométrica Detección de Temperatura Sirena y Luz Intermitente
010552;[DS-2TP21B-6AVF/W] Hikvision - Cámara Térmica WIFI Industrial IP Térmico 6.2 mm IP54 Wi-Fi Alta Precisión
010553;[DS-2TP31B-3AUF] Hikvision - Cámara Térmica Industrial de Seguridad Lente Térmico 3 mm 2 Metros de Distancia IP54 Grabación en SD
011139;[DS-2XC3646G0H-LIZSU] Hikvision - Cámara Bullet IP [4Mp] Polimero Anticorrosivo (ideal Para Zonas Costeras O Alta Salinidad) Colorvu Dual Light (50 Mts Ir + 50 Mts Luz Blanca) Exterior Ip68 Ik10 Onvif Lente Motorizado 2.7 a 13.5mm
010799;[DS-2XC6047G0-LS(2.8mm)(O-STD)(PA)] Hikvision - Cámara Bullet IP 4MP ColorVu 2.8mm
010869;[DS-2XS2T41G0-ID-4G-C04S05] Hikvision - Kit Solar IP All in One Camara Bullet 4MP lente 4mm
010777;[DS-2XS2T41G1-ID/4G/C05S07(4mm)] Hikvision - Kit Solar IP All in One Doble Detección (Radar + PIR) [4MP] Lente 4 mm Panel Solar Batería de Respaldo de Litio 10Ah 4G Audio de Dos Vías
010920;[DS-2XS3Q47G1-LDH/4G/C18S40(4mm)] Hikvision - Kit Solar IP All in One Cámara PT ColorVu [4Mp] Lente 4 mm Panel Solar Batería de Respaldo de Litio 23.2Ah (Hasta 24 Días) Conexión 4G
021930;[DS-3D501R-3] Hikvision - Receptor de Fibra Gigabit 3 km Puerto RJ45 auto-adaptativo 10/100/1000 Mbps 1 Puerto de Fibra Óptica SC de 1000 Mbps Carcasa Metálica
021929;[DS-3D501T-3] Hikvision - Transmisor de Fibra Gigabit 3 km Puerto RJ45 auto-adaptativo 10/100/1000 Mbps 1 Puerto de Fibra Óptica SC de 1000 Mbps Carcasa Metálica
021606;[DS-3E0103DP-E/R(O-STD)] Hikvision - Extensor PoE+ (30W Entrada) 100 Mbps con 2 Salidas PoE+ (30W Salida) Uso Interior Hasta 2 Cámaras IP
020990;[DS-3E0105D-E(O-STD)/US] Hikvision - Switch de Escritorio de 5 Puertos a 10/100 Mbps
021815;[DS-3E0105D-O(O-STD)] Hikvision - Switch No Administrable de 5 Puertos para Escritorio Fast Ethernet 10/100 Mbps
020308;[DS-3E0105P-E/M(C)(O-STD)] Hikvision - Switch POE 4 Puertos a 10/100 Mbps + 1 Puerto Uplink
021811;[DS-3E0106HP-E(O-STD)] Hikvision - Switch PoE+ No Administrable 3 Puertos 10/100 Mbps 802.3 af/at (30 W) + 1 Puerto 10/100 Mbps Hi-PoE (60 W) 2 Puertos 10/100 Mbps Uplink Modo Extendido hasta 300 Metros 60W
021075;[DS-3E0106P-E/M] Hikvision - Switch POE 4 Puertos a 10/100 Mbps + 2 Puertos 10/100 Mbps Uplink 35W
020991;[DS-3E0108D-E(O-STD)/US] Hikvision - Switch de Escritorio de 8 Puertos a 10/100 Mbps
021814;[DS-3E0108D-O(O-STD)] Hikvision - Switch No Administrable de Escritorio de 8 Puertos Fast Ethernet 10/100 Mbps
020309;[DS-3E0109P-E/M(B)] Hikvision - Switch POE 8 Puertos a 10/100 Mbps + 1 Puerto Uplink
022003;[DS-3E0109P-E/M(C)] Hikvision - Switch POE 8 Puertos a 10/100 Mbps + 1 Puerto Uplink (115W - 300m)
021114;[DS-3E0109P-E] Hikvision - Switch POE 8 Puertos a 10/100 Mbps + 1 Puerto Uplink
021812;[DS-3E0310HP-E(O-STD)] Hikvision - Switch PoE+ No Administrable 7 Puertos 10/100 Mbps 802.3 af/at (30 W) 1 Puerto 10/100 Mbps Hi-PoE (90 W) 2 Puertos 1000 Mbps Uplink Modo Extendido hasta 300 Metros 110W
021076;[DS-3E0310P-E/M] Hikvision - Switch POE 8 Puertos a 10/100 Mbps + 2 Puertos 10/100/1000 Mbps Uplink 30W
020988;[DS-3E0318P-E/M] Hikvision - Switch POE 16 Puertos 10/100 Mbps + 1 Puerto Gigabit + 1 Puerto SFP
020605;[DS-3E0318P-E] Hikvision - Switch POE 16 Puertos 10/100 Mbps + 2 Puertos Gigabit + 2 Puertos SFP
020989;[DS-3E0326P-E/M] Hikvision - Switch POE 24 Puertos 10/100 Mbps + 1 Puerto SFP + 1 Puerto Uplink
020650;[DS-3E0326P-E] Hikvision - Switch POE 24 Puertos 10/100 Mbps + 2 Gigabit Combos
022002;[DS-3E0502P-E] Hikvision - Inyector PoE 1 Puerto Gigabit PoE de Salida (para alimentar el dispositivo) y 1 Puerto Gigabit RJ45 de Entrada (uplink)
021607;[DS-3E0503DP-E/R(O-STD)] Hikvision - Extensor PoE+ (30W Entrada) 1000 Mbps con 2 Salidas PoE+ (30W Salida) Uso Interior Hasta 2 Cámaras IP
021077;[DS-3E0505-E] Hikvision - Switch de Escritorio de 5 Puertos a 10/100/1000 Mbps
020635;[DS-3E0505D-E] Hikvision - Switch de Escritorio de 5 Puertos a Gigabit
021733;[DS-3E0505D-O] Hikvision - Switch de Escritorio No Administrable de 5 Puertos a 10/100/1000 Mbps
020602;[DS-3E0505P-E/M] Hikvision - Switch de Escritorio de 4 Puertos POE Gigabit + 1 Puerto Uplink
022001;[DS-3E0505P-E/M] Hikvision - Switch de Escritorio de 4 Puertos POE Gigabit + 1 Puerto Uplink
021078;[DS-3E0508-E(B)] Hikvision - Switch de Escritorio de 8 Puertos a 10/100/1000 Mbps
021245;[DS-3E0508D-E(O-STD)/US] Hikvision - Switch de Escritorio de 8 Puertos a 10/100/1000 Mbps
020606;[DS-3E0508D-E(O-STD)] Hikvision - Switch 8 Puertos 10/100/1000 Mbps
021734;[DS-3E0508D-O] Hikvision - Switch de Escritorio No Administrable de 8 Puertos a 10/100/1000 Mbps
021244;[DS-3E0508P-O] Hikvision - Switch POE 8 Puertos Gigabit con 4 Puertos POE
020603;[DS-3E0510P-E/M] Hikvision - Switch POE 8 Puertos Gigabit + 1 Puerto Gigabit + 1 Puerto SFP
021079;[DS-3E0516-E(B)] Hikvision - Switch de Escritorio de 16 Puertos a 10/100/1000 Mbps
021611;[DS-3E0516-E(C)] Hikvision - Switch de Escritorio de 16 Puertos a 10/100/1000 Mbps
021789;[DS-3E0516P-O(O-STD)] Hikvision - Switch Gigabit de 16 Puertos con 8 Puertos POE+ 8 Puertos Gigabit
020746;[DS-3E0518P-E/M] Hikvision - Switch POE 16 Puertos Gigabit + 2 Puertos Uplink
021080;[DS-3E0524-E(B)] Hikvision - Switch de Escritorio de 24 Puertos a 10/100/1000 Mbps
021612;[DS-3E0524-E(C)] Hikvision - Switch de Escritorio de 24 Puertos a 10/100/1000 Mbps
020747;[DS-3E0526P-E/M] Hikvision - Switch POE 24 Puertos Gigabit + 2 Puertos Uplink
021229;[DS-3E0526P-E] Hikvision - Switch POE 24 Puertos Gigabit + 1 Puerto Ethernet de Enlace Ascendente + 1 Puerto Uplink SFP
021613;[DS-3E1105P-EI/M-V2] Hikvision - Switch POE+ 4 Puertos a 10/100 Mbps + 1 Puerto Uplink Modo Extendido hasta 300 Metros 45W
020607;[DS-3E1105P-EI] Hikvision - Switch POE 4 Puertos a 10/100 Mbps + 1 Puerto Uplink
021456;[DS-3E1106HP-EI(O-STD)] Hikvision - Switch POE 2 Puertos 10/100 PoE RJ45 + 2 Puertos 10/100 Ethernet RJ45
021081;[DS-3E1309P-EI/M] Hikvision - Switch Monitoreable POE 8 Puertos a 10/100 Mbps + 1 Puerto 10/100/1000 Mbps Uplink 110W
021455;[DS-3E1310HP-EI(O-STD)] Hikvision - Switch POE 2 Puertos Gigabit Puertos POE + 8 Puertos 10/100 PoE RJ45
021382;[DS-3E1310P-SI]  Hikvision - Switch PoE Administrable de Rack 1U 8 Puertos a Gigabit
021385;[DS-3E1318P-EI/M(O-STD)]  Hikvision - Switch 16 Puertos Poe - 2 Puertos 1000 Mbps + 2 Puertos SFP
021383;[DS-3E1326P-EI/M(O-STD)]  Hikvision - Switch Smart PoE Fast Internet de 24 Puertos
021810;[DS-3E1505P-EI(O-STD)] Hikvision - Switch Gigabit PoE+ Administrable 4 Puertos 1000 Mbps PoE+ 1 Puerto 1000 Mbps Uplink Configuración Nube Hik-PartnerPro Modo Extendido hasta 300 Metros 60W
021458;[DS-3E1505P-EI/M(O-STD)] Hikvision - Switch Smart PoE Gigabit de 4 Puertos
021896;[DS-3E1506P-EI/M(O-STD)] Hikvision - Switch Gigabit PoE Administrable 4 Puertos 1000 Mbps PoE + 2 Puertos 1000 Mbps RJ45 45W
021608;[DS-3E1510P-EI/M(O-STD)] Hikvision - Switch Gigabit PoE+ Administrable 8 Puertos 1000 Mbps PoE+ 2 Puertos 1000 Mbps de Uplink Configuración Nube Hik-PartnerPro Modo Extendido hasta 300 Metros 60W
021246;[DS-3E1510P-SI] Hikvision - Switch POE 8 Puertos Gigabit Puertos POE + 2 Puerto Fibra Optica Gigabit
021384;[DS-3E1518P-EI/M] Hikvision - Switch Gigabit Administrable 16 Puertos PoE / 1 Puerto UPLINK / 1 SFP
021247;[DS-3E1518P-SI] Hikvision - Switch POE 16 Puertos Gigabit Puertos POE + 2 Puerto Fibra Optica Gigabit
021349;[DS-3E1526P-EI/M] Hikvision - Switch Gigabit Administrable POE 24 Puertos a 10/100/1000 Mbps + 1 Puerto Gigabit + 1 Puerto SFP
021117;[DS-3E1526P-SI] Hikvision - Switch Administrable POE 24 Puertos a 10/100/1000 Mbps + 2 Puertos SFP 370W
021813;[DS-3E1552P-SI(O-STD)] Hikvision - Switch PoE+ Administrable 48 Puertos 1000 Mbps PoE+ 2 Puertos 1000 Mbps Uplink 2 Puertos SFP 470W
020941;[DS-3E2318P] Hikvision - Switch POE Gestionable 16 Puertos POE con 2 Puertos Gigabit + Como Puertos Uplink
020992;[DS-3E2528] Hikvision - Switch Gigabit Administrable 24 Puertos 10/100/1000 Mbps 4 Puertos SFP de Uplink
021609;[DS-3E3730(O-STD)] Hikvision - Switch Core Gigabit Administrable Capa 3 24 Puertos 1000 Mbps 6 Puertos SFP+ 10 G de Uplink IGMP VLAN GRMP
021610;[DS-3E3740(O-STD)] Hikvision - Switch Core Gigabit Administrable Capa 3 32 Puertos 1000 Mbps 8 Puertos SFP+ 10 G de Uplink IGMP VLAN GRMP
020942;[DS-3T0306HP-E/HS] Hikvision - Switch Industrial No Administrable 3 Puertos Gigabit PoE (30 W) + 1 Puerto Gigabit PoE (60 W) + 2 Puertos SFP (65W)
021451;[DS-3T1512HP-SI-8P4F(O-STD)/No Power unit] Hikvision - Switch Industrial Administrable Gigabit 6 Puertos Gigabit PoE+ 30W + 2 Puertos Gigabit PoE++ (60 W) 2 Puertos SFP 120W Total 48 a 57 VCD 
021347;[DS-3WAP522-SI] Hikvision - Punto de Acceso Omnidireccional de Techo o Pared WiFi5 PoE Interior 1200 Mbps 20 dBi
021348;[DS-3WAP622G-SI] Hikvision - Punto de Acceso Omnidireccional de Techo o Pared WiFi 6 Gigabit PoE Interior 1775 Mbps 20 dBi
020608;[DS-3WF01C-2N] Hikvision - Punto de Acceso CPE Inalambrico Ascensores de 6dBi en 2.4Ghz a 300Mbps
021452;[DS-3WF02-5AC/D(O-STD)] Hikvision - Kit de Puente Inalámbrico 5Ghz 867Mbps 5KM
020648;[DS-3WF03C-D] Hikvision - Punto de Acceso PTP Y PTMP en 5 GHz 300 Mbps Antena Sectorial H:40° MIMO 2X2 15dBi
021614;[DS-3WF0BC-2NT] Hikvision - Kit Completo (Transmisor - Receptor) para Enlace PTP en 2.4 GHz Aplicación para Elevadores Antena Integrada de 7 dBi 2 x 2 MIMO Autoajuste de Potencia 200 Metros de Distancia
021615;[DS-3WF0FC-2N/O] Hikvision - Punto de Acceso (AC) PTP y PTMP en 5 GHz Hasta 867 Mbps Antena Sectorial de H: 35 MIMO 2X2 12 dBi de Ganancia Uso en Exterior
021788;[DS-3WF3000-EI-5AC/P(O-STD)] Hikvision - Kit Punto de Acceso (AC) PTP y PTMP en 5 GHz PoE Hasta 867 Mbps Salida PoE (Alimenta una Cámara) Antena Sectorial de H: 50 MIMO 2X2 8 dBi de Ganancia Uso en Exterior
010836;[DS-4604ZJ-PAAC(O-STD)] Hikvision - Montaje en Pared 124 mm × 189 mm × 397 mm
010554;[DS-6908UDI(C)(STD)] Hikvision - Decodificador de Vídeo de 8 Salidas HDMI 4K Soporta hasta 64 Canales de Vídeo Simultáneos Videowall
061165;[DS-6910UDI(C)(STD)] Hikvision - Decodificador de Vídeo de 10 Salidas HDMI 4K Soporta hasta 160 Canales de Vídeo Simultáneos Videowall
010555;[DS-6916UDI] Hikvision - Decodificador de Vídeo de 16 Salidas HDMI 4K Soporta hasta 128 Canales de Vídeo Simultáneos Videowall
010304;[DS-7104HGHI-K1] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 4 Canales TurboHD + 1 Canal IP
010437;[DS-7104HGHI-M1] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 4 Canales TurboHD + 1 Canal IP
010265;[DS-7104HQHI-K1] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 4 Canales TurboHD + 1 Canales IP
010661;[DS-7104HUHI-K1] Hikvision - DVR 4K [8MP] Pentahibrido 4 Canales TurboHD + 2 Canales IP
011083;[DS-7104NI-Q1/4P(STD)(D)] Hikvision - NVR 2K [4MP] 4 Canales IP 4 Puertos POE
010243;[DS-7104NI-Q1/4P] Hikvision - NVR 2K [4MP] 4 Canales IP 4 Puertos POE
010882;[DS-7104NI-S1/W] Hikvision - NVS (Hub) [4Mp] 4 Canales IP Soporta Memoria Micro SD de 512 GB 2 Antenas WiFi Se Conecta a Hik-Connect
010302;[DS-7108HGHI-K1] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 8 Canales TurboHD + 2 Canales IP
011071;[DS-7108HGHI-M1/T(STD)] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 8 Canales TurboHD + 2 Canales IP
010436;[DS-7108HGHI-M1] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 8 Canales TurboHD + 2 Canales IP
010204;[DS-7108HQHI-K1] Hikvision - DVR 2K [4MP] Pentahibrido 8 Canales TurboHD + 2 Canales IP
010817;[DS-7108NI-Q1/8P(STD)(C)] Hikvision - NVR 2K [4MP] 8 Canales IP 8 Puertos POE
010307;[DS-7108NI-Q1/8P(STD)(D)] Hikvision - NVR 2K [4MP] 8 Canales IP 8 Puertos POE
010169;[DS-7116HGHI-K1] Hikvision - DVR 1080P [2MP] lite Pentahibrido 16 Canales TurboHD + 2 Canales IP
010893;[DS-7116HGHI-M1(STD)(E)] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 16 Canales TurboHD + 2 Canales IP
011067;[DS-7116HGHI-M1(STD)(F)] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 16 Canales TurboHD + 2 Canales IP
011069;[DS-7116HGHI-M1/T(STD)] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 16 Canales TurboHD + 2 Canales IP
010467;[DS-7116HGHI-M1] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 16 Canales TurboHD + 2 Canales IP
010198;[DS-7116HQHI-K1] Hikvision - DVR 2K [4MP] Pentahibrido 16 Canales TurboHD + 2 Canales IP
010865;[DS-7204HGHI-F1(S)] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 4 Canales TurboHD + 1 Canales IP
010622;[DS-7204HGHI-K1] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 4 Canales TurboHD + 1 Canales IP
010468;[DS-7204HGHI-M1] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 4 Canales TurboHD + 1 Canal IP
010266;[DS-7204HQHI-K1] Hikvision - DVR 2K [4MP] Pentahibrido 4 Canales TurboHD + 2 Canales IP
010300;[DS-7208HGHI-K1] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 8 Canales TurboHD + 2 Canales IP
011075;[DS-7208HGHI-M1/T(STD)] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 8 Canales TurboHD + 2 Canales IP
010438;[DS-7208HGHI-M1] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 8 Canales TurboHD + 2 Canales IP
010192;[DS-7216HGHI-K1] Hikvision - DVR 1080P [2MP] Pentahibrido 16 Canales TurboHD + 2 Canales IP
010890;[DS-7216HGHI-M1(STD)(E)] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 16 Canales TurboHD + 2 Canales IP
010061;[DS-7216HGHI-M1(STD)(F)] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 16 Canales TurboHD + 2 Canales IP
010469;[DS-7216HGHI-M1] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 16 Canales TurboHD + 2 Canales IP
010205;[DS-7216HUHI-K2] Hikvision - DVR 4K [8MP] Pentahibrido 16 Canales 4K TurboHD + 16 Canales IP
010866;[DS-7216HUHI-M2/X] Hikvision - DVR 4K [8MP] 16 Canales TurboHD + 16 Canales IP
010223;[DS-7224HGHI-K2] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 24 Canales TurboHD + 2 Canales IP
010921;[DS-7232HGHI-M2] Hikvision - DVR 1080P [2MP] Lite Pentahibrido 32 Canales TurboHD + 2 Canales IP Acusense Audio por Coaxitron
010556;[DS-7332HQHI-K4] Hikvision - DVR 2K [4MP] Pentahibrido 32 Canales TurboHD + 2 Canales IP
010267;[DS-7332HUHI-K4] Hikvision - DVR 4K [8MP] Pentahibrido 32 Canales TurboHD + 16 Canales IP
010408;[DS-7604NI-Q1/4P(STD)(D)] Hikvision - NVR 4K [8MP] 4 Canales IP 4 Puertos POE Salida de vídeo 4K
010922;[DS-7604NXI-K1/4P(D)] Hikvision - NVR 4K [8MP] 4 Canales IP 4 Puertos POE Salida de vídeo 4K AcuSense
010714;[DS-7604NXI-K1/4P] Hikvision - NVR 4K [8MP] 4 Canales IP 4 Puertos POE Salida de vídeo 4K AcuSense
010424;[DS-7608NI-K1] Hikvision - NVR 4K [8MP] 8 Canales IP Salida de vídeo 4K
010405;[DS-7608NI-K2/8P] Hikvision - NVR 4K [8MP] 8 Canales IP 8 Puertos POE Salida de vídeo 4K
010151;[DS-7608NI-K2] Hikvision - NVR 4K [8MP] 8 Canales IP Salida de vídeo 4K
010713;[DS-7608NI-Q1/8P] Hikvision - NVR 4K [8MP] 8 Canales IP 8 Puertos POE Salida de vídeo 4K AcuSense
010657;[DS-7608NI-Q1] Hikvision - NVR 4K [8MP] 8 Canales IP Salida de vídeo 4K
010816;[DS-7608NI-Q2/8P(STD)(C)] Hikvision - NVR 4K [8MP] 8 Canales IP 8 Puertos POE Salida de vídeo 4K
010244;[DS-7608NI-Q2/8P(STD)(D)] Hikvision - NVR 4K [8MP] 8 Canales IP 8 Puertos POE Salida de vídeo 4K
010685;[DS-7608NI-Q2] Hikvision - NVR 4K [8MP] 8 Canales IP Salida de vídeo 4K
011152;[DS-7608NXI-I2/8P/Vpro] Hikvision - NVR [32Mp] (8K) Reconocimiento Facial 8 Canales IP 8 Puertos PoE+ 2 Bahías de Disco Duro HDMI en 4K Acusense Soporta POS AcuSearch AcuSeek
011151;[DS-7608NXI-K1/8P(D)] Hikvision - NVR 4K [8MP] 8 Canales IP 8 Puertos POE Salida de vídeo 4K
010712;[DS-7608NXI-K1/8P] Hikvision - NVR 4K [12MP] 8 Canales IP 8 Puertos POE Salida de vídeo 4K
010738;[DS-7608NXI-K2/8P] Hikvision - NVR 4K [8MP] 8 Canales IP / 8 Puertos PoE / Soporta Cámaras con AcuSense
010629;[DS-7616NI-I2/16P] Hikvision - NVR 4K [8MP] 16 Canales IP 16 Puertos POE Salida de vídeo 4K
010557;[DS-7616NI-K1] Hikvision - NVR 4K [8MP] 16 Canales IP Salida de vídeo 4K
010284;[DS-7616NI-K2/16P] Hikvision - NVR 4K [8MP] 16 Canales IP 16 Puertos POE Salida de vídeo 4K
010152;[DS-7616NI-K2] Hikvision - NVR 4K [8MP] 16 Canales IP Salida de vídeo 4K
011058;[DS-7616NI-M2/16P(STD)] Hikvision - NVR 8K 16 Canales IP 16 Puertos POE
010283;[DS-7616NI-Q2/16P] Hikvision - NVR 4K [8MP] 16 Canales IP 16 Puertos POE Salida de vídeo 4K
010465;[DS-7616NI-Q2] Hikvision - NVR 4K [8MP] 16 Canales IP Salida de vídeo 4K
010908;[DS-7616NXI-K2(D)(STD)] Hikvision - NVR 4K [8MP] 16 Canales IP Salida de vídeo 4K AcuSense
010923;[DS-7616NXI-K2/16P(D)] Hikvision - NVR 4K [8MP] 16 Canales IP 16 Puertos POE Salida de vídeo 4K AcuSense
010559;[DS-7616NXI-K2/16P] Hikvision - NVR 4K [8MP] 16 Canales IP 16 Puertos POE Salida de vídeo 4K AcuSense
010558;[DS-7616NXI-K2] Hikvision - NVR 4K [8MP] 16 Canales IP Salida de vídeo 4K AcuSense
010560;[DS-7716NI-I4/16P] Hikvision - NVR 4K [12MP] 16 Canales IP 16 Puertos POE Salida de vídeo 4K
010355;[DS-7716NI-K4/16P] Hikvision - NVR 4K [8MP] 16 Canales IP 16 Puertos POE Salida de vídeo 4K
010462;[DS-7716NI-Q4/16P] Hikvision - NVR 4K [8MP] 16 Canales IP 16 Puertos POE Salida de vídeo 4K
